position,username,user_id,title,text,highlighs,link,location,sentimen,label,address,latitude,longitude,words,stop_words,stemmed_words,processed
130,MAsepDimyati1,9.55e+17,OJK Siapkan Langkah Banding Soal Putusan PTUN ...,OJK Siapkan Langkah Banding Soal Putusan PTUN Kresna Life https://t.co/uYosN05cpM.,['Kresna Life'],https://twitter.com/Bisniscom/status/1762714389206159812,"Makassar,Indonesia",Netral,2,"Makassar ????, Galesong Selatan, Sulawesi Selatan, 90115, Indonesia",-5.1342962,119.4124282,"['OJK', 'Siapkan', 'Langkah', 'Banding', 'Soal', 'Putusan', 'PTUN', 'Kresna', 'Life', 'https']","['OJK', 'Siapkan', 'Langkah', 'Banding', 'Soal', 'Putusan', 'PTUN', 'Kresna', 'Life', 'https']","['ojk', 'siap', 'langkah', 'banding', 'soal', 'putus', 'ptun', 'kresna', 'life', 'https']",ojk siap langkah banding soal putus ptun kresna life https
131,SupyandiH,1.16e+18,Kresna Life Insurance,"Kresna Life Insurance Â· @KresnaLifeID. Segenap Jajaran Direksi, Komisaris dan karyawan PT Asuransi Jiwa Kresna turut berduka cita atasÂ ...",['Kresna Life'],https://twitter.com/KresnaLifeID/status/1172002363336359936,"Malang,JAWATIMUR,INDONESIA",Positif,1,"Malang, Jawa Timur, Indonesia",-8.10479815,112.6879872,"['Kresna', 'Life', 'Insurance', 'KresnaLifeID', 'Segenap', 'Jajaran', 'Direksi', 'Komisaris', 'dan', 'karyawan', 'PT', 'Asuransi', 'Jiwa', 'Kresna', 'turut', 'berduka', 'cita', 'atasÂ']","['Kresna', 'Life', 'Insurance', 'KresnaLifeID', 'Segenap', 'Jajaran', 'Direksi', 'Komisaris', '', 'karyawan', 'PT', 'Asuransi', 'Jiwa', 'Kresna', 'turut', 'berduka', 'cita', 'atasÂ']","['kresna', 'life', 'insurance', 'kresnalifeid', 'segenap', 'jajar', 'direksi', 'komisaris', '', 'karyawan', 'pt', 'asuransi', 'jiwa', 'kresna', 'turut', 'duka', 'cita', 'atas']",kresna life insurance kresnalifeid segenap jajar direksi komisaris  karyawan pt asuransi jiwa kresna turut duka cita atas
132,yusufammar_w,576755999.0,Kresna Life Insurance,Conversation. Kresna Life Insurance Â· @KresnaLifeID. Selamat Natal 2019 Semoga bahagia dan damai sejahtera selalu menyertai. Translate post.,['Kresna Life'],https://twitter.com/KresnaLifeID/status/1209674830766690304,"Kalimantan Tengah, Indonesia",Positif,1,"Kalimantan Tengah, Indonesia",-1.499583,113.2903307,"['Conversation', 'Kresna', 'Life', 'Insurance', 'KresnaLifeID', 'Selamat', 'Natal', 'Semoga', 'bahagia', 'dan', 'damai', 'sejahtera', 'selalu', 'menyertai', 'Translate', 'post']","['Conversation', 'Kresna', 'Life', 'Insurance', 'KresnaLifeID', 'Selamat', 'Natal', 'Semoga', 'bahagia', '', 'damai', 'sejahtera', 'selalu', 'menyertai', 'Translate', 'post']","['conversation', 'kresna', 'life', 'insurance', 'kresnalifeid', 'selamat', 'natal', 'moga', 'bahagia', '', 'damai', 'sejahtera', 'selalu', 'serta', 'translate', 'post']",conversation kresna life insurance kresnalifeid selamat natal moga bahagia  damai sejahtera selalu serta translate post
133,Azlasy,928840044.0,Respons OJK Usai Sanksi ke Kresna Life dan Michael ...,Respons OJK Usai Sanksi ke Kresna Life dan Michael Steven Dibatalkan PTUN https://t.co/yDjsQzhK2E.,['Kresna Life'],https://twitter.com/merdekadotcom/status/1764666753504997663,"Jakarta Pusat,DKI Jakarta",Negatif,0,"Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia",-6.18233995,106.8428715,"['Respons', 'OJK', 'Usai', 'Sanksi', 'ke', 'Kresna', 'Life', 'dan', 'Michael', 'Steven', 'Dibatalkan', 'PTUN', 'https']","['Respons', 'OJK', 'Usai', 'Sanksi', '', 'Kresna', 'Life', '', 'Michael', 'Steven', 'Dibatalkan', 'PTUN', 'https']","['respons', 'ojk', 'usai', 'sanksi', '', 'kresna', 'life', '', 'michael', 'steven', 'batal', 'ptun', 'https']",respons ojk usai sanksi  kresna life  michael steven batal ptun https
134,cagubnyinyir2,1.01e+18,Korban Asuransi Kresna Life: Tolong Pak Kapolri Beri ...,Korban Asuransi Kresna Life: Tolong Pak Kapolri Beri Kami Keadilan https://t.co/PWEqXIoDJy.,['Kresna Life'],https://twitter.com/jawapos/status/1567816210246672386,"Padang,sumaterabarat",Negatif,0,"Padang, Sumatera Barat",-0.9247587,100.3632561,"['Korban', 'Asuransi', 'Kresna', 'Life', 'Tolong', 'Pak', 'Kapolri', 'Beri', 'Kami', 'Keadilan', 'https']","['Korban', 'Asuransi', 'Kresna', 'Life', 'Tolong', 'Pak', 'Kapolri', 'Beri', 'Kami', 'Keadilan', 'https']","['korban', 'asuransi', 'kresna', 'life', 'tolong', 'pak', 'kapolri', 'beri', 'kami', 'adil', 'https']",korban asuransi kresna life tolong pak kapolri beri kami adil https
135,DanielSentanu,9.52e+17,kumparan,... Kresna Life. #bisnisupdate #update #Bisnis #text https://t.co/yrzPpOpIVv. ... Kresna Life. #bisnisupdate #update #Bisnis #text. Translate post.,"['Kresna Life', 'Kresna Life']",https://twitter.com/kumparan/status/1762372892036399592,"DKI Jakarta,Indonesia",Netral,2,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,"['Kresna', 'Life', 'bisnisupdate', 'update', 'Bisnis', 'text', 'https', 'Kresna', 'Life', 'bisnisupdate', 'update', 'Bisnis', 'text', 'Translate', 'post']","['Kresna', 'Life', 'bisnisupdate', 'update', 'Bisnis', 'text', 'https', 'Kresna', 'Life', 'bisnisupdate', 'update', 'Bisnis', 'text', 'Translate', 'post']","['kresna', 'life', 'bisnisupdate', 'update', 'bisnis', 'text', 'https', 'kresna', 'life', 'bisnisupdate', 'update', 'bisnis', 'text', 'translate', 'post']",kresna life bisnisupdate update bisnis text https kresna life bisnisupdate update bisnis text translate post
136,duansitorus,9.16e+17,CNBC Indonesia,[THREAD] Kresna Life menyatakan harus menunda pembayaran dua produk asuransinya yakni Kresna Link Investa (K-LITA) dan Protecto Investa Kresna (PIK).,['Kresna Life'],https://mobile.twitter.com/cnbcindonesia/status/1293042641290985472,"DKI Jakarta,Indonesia",Negatif,0,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,"['THREAD', 'Kresna', 'Life', 'menyatakan', 'harus', 'menunda', 'pembayaran', 'dua', 'produk', 'asuransinya', 'yakni', 'Kresna', 'Link', 'Investa', 'dan', 'Protecto', 'Investa', 'Kresna', 'PIK']","['THREAD', 'Kresna', 'Life', 'menyatakan', '', 'menunda', 'pembayaran', '', 'produk', 'asuransinya', '', 'Kresna', 'Link', 'Investa', '', 'Protecto', 'Investa', 'Kresna', 'PIK']","['thread', 'kresna', 'life', 'nyata', '', 'tunda', 'bayar', '', 'produk', 'asuransi', '', 'kresna', 'link', 'investa', '', 'protecto', 'investa', 'kresna', 'pik']",thread kresna life nyata  tunda bayar  produk asuransi  kresna link investa  protecto investa kresna pik
137,OfficialRecrowd,1.08e+18,Kresna Life Insurance,"Kresna Life Insurance Â· @KresnaLifeID. 25 Juli 2019 - PT Asuransi Jiwa Kresna pada ""Rating Asuransi 127 Asuransi Infobank 2019"" mendapatkanÂ ...",['Kresna Life'],https://twitter.com/KresnaLifeID/status/1154376984585097216,Jakarta selatan,Netral,2,"Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Indonesia",-6.28381815,106.8048635,"['Kresna', 'Life', 'Insurance', 'KresnaLifeID', 'Juli', 'PT', 'Asuransi', 'Jiwa', 'Kresna', 'pada', 'Rating', 'Asuransi', 'Asuransi', 'Infobank', 'mendapatkanÂ']","['Kresna', 'Life', 'Insurance', 'KresnaLifeID', 'Juli', 'PT', 'Asuransi', 'Jiwa', 'Kresna', '', 'Rating', 'Asuransi', 'Asuransi', 'Infobank', 'mendapatkanÂ']","['kresna', 'life', 'insurance', 'kresnalifeid', 'juli', 'pt', 'asuransi', 'jiwa', 'kresna', '', 'rating', 'asuransi', 'asuransi', 'infobank', 'dapat']",kresna life insurance kresnalifeid juli pt asuransi jiwa kresna  rating asuransi asuransi infobank dapat
138,tribunkaltim,103551225.0,Kresna Life Insurance,04 Maret 2019 - Kunjungan OJK ke kantor pemasaran Kresna Life Insurance cabang Jakarta Barat @ojkindonesia.,['Kresna Life'],https://twitter.com/KresnaLifeID/status/1102415499747418115,Kalimantan Timur,Netral,2,"Kalimantan Timur, Indonesia",0.7884397,116.2419977,"['Maret', 'Kunjungan', 'OJK', 'ke', 'kantor', 'pemasaran', 'Kresna', 'Life', 'Insurance', 'cabang', 'Jakarta', 'Barat', 'ojkindonesia']","['Maret', 'Kunjungan', 'OJK', '', 'kantor', 'pemasaran', 'Kresna', 'Life', 'Insurance', 'cabang', 'Jakarta', 'Barat', 'ojkindonesia']","['maret', 'kunjung', 'ojk', '', 'kantor', 'pasar', 'kresna', 'life', 'insurance', 'cabang', 'jakarta', 'barat', 'ojkindonesia']",maret kunjung ojk  kantor pasar kresna life insurance cabang jakarta barat ojkindonesia
139,id_laundry,1.16e+18,CNBC Indonesia,"Tok! Kresna Life Diputus Pailit, Terus Nasib Nasabah Gimana? https://t.co/WTUIgjfhcw.",['Kresna Life'],https://mobile.twitter.com/cnbcindonesia/status/1403617566895927299,"Jakarta Pusat,DKI Jakarta",Negatif,0,"Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia",-6.18233995,106.8428715,"['Tok', 'Kresna', 'Life', 'Diputus', 'Pailit', 'Terus', 'Nasib', 'Nasabah', 'Gimana', 'https']","['Tok', 'Kresna', 'Life', 'Diputus', 'Pailit', 'Terus', 'Nasib', 'Nasabah', 'Gimana', 'https']","['tok', 'kresna', 'life', 'putus', 'pailit', 'terus', 'nasib', 'nasabah', 'gimana', 'https']",tok kresna life putus pailit terus nasib nasabah gimana https
140,HADI_GAM76,53261440.0,irvan rahardjo (@irvanrahardjo) / X,SERI BUKU ASURANSI : Robohnya Asuransi Kami - Bumiputera ( 2020),,,"Kalimantan Timur,Indonesia",Netral,2,"Kalimantan Timur, Indonesia",0.7884397,116.2419977,"['SERI', 'BUKU', 'ASURANSI', 'Robohnya', 'Asuransi', 'Kami', 'Bumiputera']","['SERI', 'BUKU', 'ASURANSI', 'Robohnya', 'Asuransi', 'Kami', 'Bumiputera']","['seri', 'buku', 'asuransi', 'roboh', 'asuransi', 'kami', 'bumiputera']",seri buku asuransi roboh asuransi kami bumiputera
141,fathoonn,1.16e+18,ucink,OJK Bakal Lawan Balik PTUN Soal Putusan Cabut Izin Usaha Kresna Life https://t.co/4Ej6ivBQo8 @KontanNews.,['Kresna Life'],https://twitter.com/catuaries/status/1762364139371192503,"banyuwangi,Jatim,Indonesia",Netral,2,"Banyuwangi, Jawa Timur, Indonesia",-8.33277885,114.1416421,"['OJK', 'Bakal', 'Lawan', 'Balik', 'PTUN', 'Soal', 'Putusan', 'Cabut', 'Izin', 'Usaha', 'Kresna', 'Life', 'https', 'KontanNews']","['OJK', 'Bakal', 'Lawan', 'Balik', 'PTUN', 'Soal', 'Putusan', 'Cabut', 'Izin', 'Usaha', 'Kresna', 'Life', 'https', 'KontanNews']","['ojk', 'bakal', 'lawan', 'balik', 'ptun', 'soal', 'putus', 'cabut', 'izin', 'usaha', 'kresna', 'life', 'https', 'kontannews']",ojk bakal lawan balik ptun soal putus cabut izin usaha kresna life https kontannews
142,Ar_rum,62500965.0,"Perbaiki Rasio Solvabilitas, OJK Tetap Minta Kresna Life ...","Perbaiki Rasio Solvabilitas, OJK Tetap Minta Kresna Life Tambah Modal https://t.co/6AsfMHOvI5.",['Kresna Life'],https://mobile.twitter.com/KompasEkonomi/status/1626206273896353796,"Lampung,Indonesia",Positif,1,"Lampung, Indonesia",-4.8555039,105.0272986,"['Perbaiki', 'Rasio', 'Solvabilitas', 'OJK', 'Tetap', 'Minta', 'Kresna', 'Life', 'Tambah', 'Modal', 'https']","['Perbaiki', 'Rasio', 'Solvabilitas', 'OJK', 'Tetap', 'Minta', 'Kresna', 'Life', 'Tambah', 'Modal', 'https']","['baik', 'rasio', 'solvabilitas', 'ojk', 'tetap', 'minta', 'kresna', 'life', 'tambah', 'modal', 'https']",baik rasio solvabilitas ojk tetap minta kresna life tambah modal https
143,Resof85,7.43e+17,Indonesia Raya (@Indones20366386) / X,"From bisnis.tempo.co Â· 9 Â· Indonesia Raya Â· @Indones20366386. Â·. Aug 6, 2023 Â· Video: Simak Buka-Bukaan OJK Soal Tim Likuidasi Kresna Life! From cnbcindonesia.",['Kresna Life'],https://twitter.com/Indones20366386,"DKI Jakarta,Indonesia",Negatif,0,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,"['From', 'Indonesia', 'Raya', 'Aug', 'Video', 'Simak', 'OJK', 'Soal', 'Tim', 'Likuidasi', 'Kresna', 'Life', 'From', 'cnbcindonesia']","['From', 'Indonesia', 'Raya', 'Aug', 'Video', 'Simak', 'OJK', 'Soal', 'Tim', 'Likuidasi', 'Kresna', 'Life', 'From', 'cnbcindonesia']","['from', 'indonesia', 'raya', 'aug', 'video', 'simak', 'ojk', 'soal', 'tim', 'likuidasi', 'kresna', 'life', 'from', 'cnbcindonesia']",from indonesia raya aug video simak ojk soal tim likuidasi kresna life from cnbcindonesia
144,NARAjaTim,8.04e+17,Lyn (@Lolypop502) / X,"Uang keringat rakyat Indonesia hilang begitu saja akibat kelalaian OJK WanaArtha dan Kresna Life, malah OJK komunikasi diam2 dengan buronan? Alamat lengkapÂ ...",['Kresna Life'],https://twitter.com/Lolypop502,"JawaTengah,Indonesia",Negatif,0,"Jawa Tengah, Indonesia",-5.6259648,110.371649,"['Uang', 'keringat', 'rakyat', 'Indonesia', 'hilang', 'begitu', 'saja', 'akibat', 'kelalaian', 'OJK', 'WanaArtha', 'dan', 'Kresna', 'Life', 'malah', 'OJK', 'komunikasi', 'dengan', 'buronan', 'Alamat', 'lengkapÂ']","['Uang', 'keringat', 'rakyat', 'Indonesia', 'hilang', '', '', 'akibat', 'kelalaian', 'OJK', 'WanaArtha', '', 'Kresna', 'Life', 'malah', 'OJK', 'komunikasi', '', 'buronan', 'Alamat', 'lengkapÂ']","['uang', 'keringat', 'rakyat', 'indonesia', 'hilang', '', '', 'akibat', 'lalai', 'ojk', 'wanaartha', '', 'kresna', 'life', 'malah', 'ojk', 'komunikasi', '', 'buron', 'alamat', 'lengkap']",uang keringat rakyat indonesia hilang   akibat lalai ojk wanaartha  kresna life malah ojk komunikasi  buron alamat lengkap
145,refanardhy,1.1e+18,"PTUN Kabulkan Gugatan Michael Steven, Cabut Izin ...","PTUN Kabulkan Gugatan Michael Steven, Cabut Izin Usaha Kresna Life Batal! https://t.co/xp2pAV8AyP . '",['Kresna Life'],https://twitter.com/catuaries/status/1762364866432807254,KalimantanKutaiKertanegara,Netral,2,Kalimantan Kutai Kertanegara,-0.423174,116.9814363,"['PTUN', 'Kabulkan', 'Gugatan', 'Michael', 'Steven', 'Cabut', 'Izin', 'Usaha', 'Kresna', 'Life', 'Batal', 'https']","['PTUN', 'Kabulkan', 'Gugatan', 'Michael', 'Steven', 'Cabut', 'Izin', 'Usaha', 'Kresna', 'Life', 'Batal', 'https']","['ptun', 'kabul', 'gugat', 'michael', 'steven', 'cabut', 'izin', 'usaha', 'kresna', 'life', 'batal', 'https']",ptun kabul gugat michael steven cabut izin usaha kresna life batal https
146,aldomabar,1008579596.0,Gatra Media Group,Kurniadi Sastrawinata selaku Direktur Utama Kresna Life menyampaikan bahwa perusahaan menghadapi keadaan Kahar atau Force Majeur yang diluarÂ ...,['Kresna Life'],https://twitter.com/majalah_gatra/status/1431067209896394763,"DKI Jakarta,Indonesia",Negatif,0,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,"['Kurniadi', 'Sastrawinata', 'selaku', 'Direktur', 'Utama', 'Kresna', 'Life', 'menyampaikan', 'bahwa', 'perusahaan', 'menghadapi', 'keadaan', 'Kahar', 'atau', 'Force', 'Majeur', 'yang', 'diluarÂ']","['Kurniadi', 'Sastrawinata', 'selaku', 'Direktur', 'Utama', 'Kresna', 'Life', 'menyampaikan', '', 'perusahaan', 'menghadapi', 'keadaan', 'Kahar', '', 'Force', 'Majeur', '', 'diluarÂ']","['kurniadi', 'sastrawinata', 'selaku', 'direktur', 'utama', 'kresna', 'life', 'sampai', '', 'usaha', 'hadap', 'ada', 'kahar', '', 'force', 'majeur', '', 'luar']",kurniadi sastrawinata selaku direktur utama kresna life sampai  usaha hadap ada kahar  force majeur  luar
147,OfficialRecrowd,1.08e+18,humas polres malinau,Polri Ungkap Kasus Investasi Ilegal PT. Asuransi Kresna Life @polda_kaltara #polresmalinau #polresmalinaumantap   #polripresisi.,['Kresna Life'],https://twitter.com/HumasResmal/status/1485841555449847809,"DKI Jakarta,Indonesia",Negatif,0,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,"['Polri', 'Ungkap', 'Kasus', 'Investasi', 'Ilegal', 'PT', 'Asuransi', 'Kresna', 'Life', 'polresmalinau', 'polresmalinaumantap', 'polripresisi']","['Polri', 'Ungkap', 'Kasus', 'Investasi', 'Ilegal', 'PT', 'Asuransi', 'Kresna', 'Life', 'polresmalinau', 'polresmalinaumantap', 'polripresisi']","['polri', 'ungkap', 'kasus', 'investasi', 'ilegal', 'pt', 'asuransi', 'kresna', 'life', 'polresmalinau', 'polresmalinaumantap', 'polripresisi']",polri ungkap kasus investasi ilegal pt asuransi kresna life polresmalinau polresmalinaumantap polripresisi
148,Rifqira19065037,9.67e+17,YeniChubi - å“ä¿å¦,"@KejaksaanRI. Juga membantu menunda pembayaran WA. OJK Buka-bukaan Kondisi Kresna Life dan WanaArtha Life, Ini Perkembangannya Â· From finance.detik.com.",['Kresna Life'],https://twitter.com/yenichubi,VMG3bloki5no.8Bekasi,Negatif,0,"Bekasi, Jawa Barat, 17144, Indonesia",-6.2349858,106.9945444,"['KejaksaanRI', 'Juga', 'membantu', 'menunda', 'pembayaran', 'WA', 'OJK', 'Kondisi', 'Kresna', 'Life', 'dan', 'WanaArtha', 'Life', 'Ini', 'Perkembangannya', 'From']","['KejaksaanRI', 'Juga', 'membantu', 'menunda', 'pembayaran', 'WA', 'OJK', 'Kondisi', 'Kresna', 'Life', '', 'WanaArtha', 'Life', 'Ini', 'Perkembangannya', 'From']","['kejaksaanri', 'juga', 'bantu', 'tunda', 'bayar', 'wa', 'ojk', 'kondisi', 'kresna', 'life', '', 'wanaartha', 'life', 'ini', 'kembang', 'from']",kejaksaanri juga bantu tunda bayar wa ojk kondisi kresna life  wanaartha life ini kembang from
149,silumanleupeut,1.06e+18,"Bos Asuransi Bangkrut Mangkir, Michael Steven VS OJK ...",Pemilik Kresna Life Michael Steven dan jajarannya diklaim tak mengindahkan Perintah Tertulis OJK untuk bertanggung jawab atas kasus gagalÂ ...,['Kresna Life'],https://twitter.com/cnbcindonesia/status/1745595137579962565,"Jakarta Pusat,DKI Jakarta",Negatif,0,"Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia",-6.18233995,106.8428715,"['Pemilik', 'Kresna', 'Life', 'Michael', 'Steven', 'dan', 'jajarannya', 'diklaim', 'tak', 'mengindahkan', 'Perintah', 'Tertulis', 'OJK', 'untuk', 'bertanggung', 'jawab', 'atas', 'kasus', 'gagalÂ']","['Pemilik', 'Kresna', 'Life', 'Michael', 'Steven', '', 'jajarannya', 'diklaim', 'tak', 'mengindahkan', 'Perintah', 'Tertulis', 'OJK', '', 'bertanggung', 'jawab', 'atas', 'kasus', 'gagalÂ']","['milik', 'kresna', 'life', 'michael', 'steven', '', 'jajar', 'klaim', 'tak', 'indah', 'perintah', 'tulis', 'ojk', '', 'tanggung', 'jawab', 'atas', 'kasus', 'gagal']",milik kresna life michael steven  jajar klaim tak indah perintah tulis ojk  tanggung jawab atas kasus gagal
150,id_laundry,1.16e+18,irvan rahardjo,"SEGERA TERBIT : ROBOHNYA ASURANSI KAMI- Pemailitan Kresna Life ( xvi + 294 hal , IPB Press , 2021 ) Sambutan Ketua @BPKN_RI RI",,,"KotaSurabaya,JawaTimur",Netral,2,"Taman Balai Kota Surabaya, RW 05, Genteng, Ketabang, Genteng, Surabaya, Jawa Timur, 60272, Indonesia",-7.2600876,112.7468261,"['SEGERA', 'TERBIT', 'ROBOHNYA', 'ASURANSI', 'Pemailitan', 'Kresna', 'Life', 'xvi', 'hal', 'IPB', 'Press', 'Sambutan', 'Ketua', 'RI']","['SEGERA', 'TERBIT', 'ROBOHNYA', 'ASURANSI', 'Pemailitan', 'Kresna', 'Life', 'xvi', '', 'IPB', 'Press', 'Sambutan', 'Ketua', 'RI']","['segera', 'terbit', 'roboh', 'asuransi', 'pailit', 'kresna', 'life', 'xvi', '', 'ipb', 'press', 'sambut', 'ketua', 'ri']",segera terbit roboh asuransi pailit kresna life xvi  ipb press sambut ketua ri
151,brendasus88,7.98e+17,HukumOnline,"Dirut Kresna Life Jadi Tersangka, Nasabah Khawatir Dana Sulit Kembali. Nasabah mempertanyakan apa yang akan dilakukan OJK sebagai bentukÂ ...",['Kresna Life'],https://twitter.com/HukumOnline/status/1572518499762589696,Gd.IklanKaltimPostMarkoni,Negatif,0,"Kalimantan Timur, Indonesia",0.7884397,116.2419977,"['Dirut', 'Kresna', 'Life', 'Jadi', 'Tersangka', 'Nasabah', 'Khawatir', 'Dana', 'Sulit', 'Kembali', 'Nasabah', 'mempertanyakan', 'apa', 'yang', 'akan', 'dilakukan', 'OJK', 'sebagai', 'bentukÂ']","['Dirut', 'Kresna', 'Life', 'Jadi', 'Tersangka', 'Nasabah', 'Khawatir', 'Dana', 'Sulit', 'Kembali', 'Nasabah', 'mempertanyakan', 'apa', '', '', 'dilakukan', 'OJK', '', 'bentukÂ']","['dirut', 'kresna', 'life', 'jadi', 'sangka', 'nasabah', 'khawatir', 'dana', 'sulit', 'kembali', 'nasabah', 'tanya', 'apa', '', '', 'laku', 'ojk', '', 'bentuk']",dirut kresna life jadi sangka nasabah khawatir dana sulit kembali nasabah tanya apa   laku ojk  bentuk
152,HADI_GAM76,53261440.0,Kompas.com,"Langkah Banding OJK Hadapi Putusan Pembatalan Pencabutan Izin Usaha Kresna Life. From money.kompas.com Â· 1:41 AM Â· Mar 5, 2024. Â·. 861. Views. 1.",['Kresna Life'],https://twitter.com/kompascom/status/1764828462572052542,"DKI Jakarta,Indonesia",Netral,2,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,"['Langkah', 'Banding', 'OJK', 'Hadapi', 'Putusan', 'Pembatalan', 'Pencabutan', 'Izin', 'Usaha', 'Kresna', 'Life', 'From', 'AM', 'Mar', 'Views']","['Langkah', 'Banding', 'OJK', 'Hadapi', 'Putusan', 'Pembatalan', 'Pencabutan', 'Izin', 'Usaha', 'Kresna', 'Life', 'From', 'AM', 'Mar', 'Views']","['langkah', 'banding', 'ojk', 'hadap', 'putus', 'batal', 'cabut', 'izin', 'usaha', 'kresna', 'life', 'from', 'am', 'mar', 'views']",langkah banding ojk hadap putus batal cabut izin usaha kresna life from am mar views
153,fathoonn,1.16e+18,kakangnu - mangnu,"Michael Steven Menang Lawan OJK di PTUN, CIU Kresna Life Batal https ... Michael Steven Menang Lawan OJK di PTUN, CIU Kresna Life Batal. From investor.id. 1.","['Kresna Life', 'Kresna Life']",https://twitter.com/kakangnu,"DKI Jakarta,Indonesia",Netral,2,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,"['Michael', 'Steven', 'Menang', 'Lawan', 'OJK', 'di', 'PTUN', 'CIU', 'Kresna', 'Life', 'Batal', 'https', 'Michael', 'Steven', 'Menang', 'Lawan', 'OJK', 'di', 'PTUN', 'CIU', 'Kresna', 'Life', 'Batal', 'From']","['Michael', 'Steven', 'Menang', 'Lawan', 'OJK', '', 'PTUN', 'CIU', 'Kresna', 'Life', 'Batal', 'https', 'Michael', 'Steven', 'Menang', 'Lawan', 'OJK', '', 'PTUN', 'CIU', 'Kresna', 'Life', 'Batal', 'From']","['michael', 'steven', 'menang', 'lawan', 'ojk', '', 'ptun', 'ciu', 'kresna', 'life', 'batal', 'https', 'michael', 'steven', 'menang', 'lawan', 'ojk', '', 'ptun', 'ciu', 'kresna', 'life', 'batal', 'from']",michael steven menang lawan ojk  ptun ciu kresna life batal https michael steven menang lawan ojk  ptun ciu kresna life batal from
154,KompasData,771030588.0,usutpembunuhan1,"... Jiwasraya, Asabri, Wanaartha, Bakrie Life, Indo Life, Kresna Life, Bumi Asihjaya jadi tidak berdaya untuk membayar klaim atau GAGAL BAYAR!!! #BubarkanPDIP.",['Kresna Life'],https://twitter.com/USUTPEMBUNUHAN1,BekasiIndonesia,Negatif,0,"Bekasi, Jawa Barat, 17144, Indonesia",-6.2349858,106.9945444,"['Jiwasraya', 'Asabri', 'Wanaartha', 'Bakrie', 'Life', 'Indo', 'Life', 'Kresna', 'Life', 'Bumi', 'Asihjaya', 'jadi', 'tidak', 'berdaya', 'untuk', 'membayar', 'klaim', 'atau', 'GAGAL', 'BAYAR', 'BubarkanPDIP']","['Jiwasraya', 'Asabri', 'Wanaartha', 'Bakrie', 'Life', 'Indo', 'Life', 'Kresna', 'Life', 'Bumi', 'Asihjaya', 'jadi', '', 'berdaya', '', 'membayar', 'klaim', '', 'GAGAL', 'BAYAR', 'BubarkanPDIP']","['jiwasraya', 'asabri', 'wanaartha', 'bakrie', 'life', 'indo', 'life', 'kresna', 'life', 'bumi', 'asihjaya', 'jadi', '', 'daya', '', 'bayar', 'klaim', '', 'gagal', 'bayar', 'bubarkanpdip']",jiwasraya asabri wanaartha bakrie life indo life kresna life bumi asihjaya jadi  daya  bayar klaim  gagal bayar bubarkanpdip
155,senyumwoi,2705835224.0,WWO121 (@WWO12110) / X,"Mulai dari AJB Bumiputera, Jiwasraya, Asabri, hingga Kresna Life itu tidak lepas dari pengawasan OJK yang sangat lemah. Terlebih lagi adanya regulatory andÂ ...",['Kresna Life'],https://twitter.com/WWO12110,"Jl.RTAMilonoKm2,5Palangka",Negatif,0,"Palangka Raya, Kalimantan Tengah, 73112, Indonesia",-2.2072919,113.9164372,"['Mulai', 'dari', 'AJB', 'Bumiputera', 'Jiwasraya', 'Asabri', 'hingga', 'Kresna', 'Life', 'itu', 'tidak', 'lepas', 'dari', 'pengawasan', 'OJK', 'yang', 'sangat', 'lemah', 'Terlebih', 'lagi', 'adanya', 'regulatory', 'andÂ']","['Mulai', '', 'AJB', 'Bumiputera', 'Jiwasraya', 'Asabri', 'hingga', 'Kresna', 'Life', '', '', 'lepas', '', 'pengawasan', 'OJK', '', 'sangat', 'lemah', 'Terlebih', '', 'adanya', 'regulatory', 'andÂ']","['mulai', '', 'ajb', 'bumiputera', 'jiwasraya', 'asabri', 'hingga', 'kresna', 'life', '', '', 'lepas', '', 'awas', 'ojk', '', 'sangat', 'lemah', 'lebih', '', 'ada', 'regulatory', 'and']",mulai  ajb bumiputera jiwasraya asabri hingga kresna life   lepas  awas ojk  sangat lemah lebih  ada regulatory and
